"lake_name","var_aeme","mean_value","max_value","min_value"
"Kawaupaka","ext_NCS_tur",2.97705163043478,24.275,0.59
"Keland Pond","CHM_ph",7.86313432835821,9.42,6.71
"Keland Pond","HYD_surft",17.1954327820334,29.9459566388045,0.783350092079786
"Keland Pond","NIT_amm",0,0,0
"Keland Pond","NIT_tn",0.40712676056338,3.1,0.08
"Keland Pond","PHS_tp",0.00832394366197183,0.039,0.004
"Keland Pond","PHY_rstchla",8.57071411754023,170.981003333333,1.60981533333333
"Keland Pond","PHY_tchla",4.55526315789474,21,0.2
"Keland Pond","ext_NCS_tur",0.717142857142857,2.4,0.2
"Kereta","CHM_oxy",6.54566310541311,18.5,0.1
"Kereta","CHM_oxycln",1.5,1.5,1.5
"Kereta","CHM_oxyepi",10.34,12.41,8.27
"Kereta","CHM_oxynal",0,0,0
"Kereta","HYD_ctrbuy",0.411546426377035,1.04772353190493,0.3
